songid,song_title,artist_name,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,category
1pLbS57mLE8iG4njSQIAtX,Wait Up For Me,Amos Lee,53,0.654,0.236,10,-15.625,0.0296,0.679,0.00495,0.0776,0.261,83.0,1,Mood
2RaUxxkie3gGE385mTEODv,Claudes Girl,Marika Hackman,55,0.444,0.0626,7,-20.5,0.0351,0.961,0.00617,0.096,0.205,141.325,3,Mood
17d4MWzKn6KAvogM6yEeEJ,Interlude; 22,Anki,10,0.343,0.0604,11,-23.101,0.0422,0.993,0.932,0.0752,0.179,75.823,1,Mood
28U855g6cGv2O3s5KzUcdr,White Flag,Fink,45,0.584,0.442,9,-10.994,0.0249,0.443,0.614,0.158,0.364,105.025,4,Mood
0CQskMydQ8AhtKhJUAolvE,Tallis One,Samuel Lindon,72,0.41,0.0199,0,-26.699,0.0449,0.993,0.949,0.0897,0.169,107.378,4,Mood
3qyeNnFY67zX6VmmIbzPsL,Body to Body,Mike Perry,76,0.537,0.749,8,-4.725,0.109,0.0119,0.0,0.154,0.295,100.088,4,Mood
2QCndYqRherBtKjBpyySC6,Sober Up,AJR,67,0.651,0.568,5,-6.774,0.0275,0.282,0.0,0.0862,0.799,93.006,4,Mood
3g9CSBx0TyzBtIPrgKkeXI,People,Plàsi,62,0.688,0.156,0,-13.935,0.0429,0.916,3.7e-05,0.113,0.48,133.885,4,Mood
3FCQTUlUHhSKjo6CLF2DhF,Fall At Your Feet,Lucy Neville,66,0.713,0.666,7,-7.636,0.0327,0.107,0.124,0.106,0.111,110.004,4,Mood
1LBAyPeZeEy6Q3UqNZoEN1,Playing Old Games,Erin Rae and the Meanwhiles,61,0.583,0.424,0,-8.274,0.0296,0.792,2e-05,0.109,0.254,141.625,4,Mood
6j5mgCnmTNqU5h9dzY2aUH,Oceans,Ensidya,61,0.443,0.322,11,-11.843,0.0406,0.783,0.623,0.225,0.0726,89.913,4,Mood
4IEQtgcG6Iq8mIBVFRK8Mk,Time Will Be The Healer,Glen Hansard,56,0.416,0.471,11,-8.69,0.0274,0.571,3e-06,0.0984,0.366,138.601,4,Mood
1phRuf0KNLOFGzDVE2UYIv,Palace,Matthew And The Atlas,52,0.538,0.21,4,-16.777,0.0344,0.917,0.0043,0.106,0.411,94.871,4,Mood
7otCGmgp9h4CsR2LhwB6gt,Another Love,Tom Odell,61,0.445,0.537,4,-8.532,0.04,0.695,1.6e-05,0.0941,0.126,122.764,4,Mood
2TR7A4ulH9R1PNwMyd8o8U,This Is How We Roll,Florida Georgia Line,73,0.56,0.933,8,-2.969,0.0384,0.0208,0.0,0.404,0.709,132.083,4,Mood
6wCCc2kxsYgHfO2yW1824K,In Case You Didnt Know,Brett Young,65,0.593,0.542,10,-7.288,0.0309,0.358,0.0,0.104,0.414,147.969,4,Mood
1co1xe1zwm89CmfRRPSqxP,Wheres My Love - Radio Edit,SYML,39,0.598,0.343,0,-11.04,0.025,0.853,0.0219,0.123,0.423,103.984,4,Mood
3Cc3ssgsvdSaEbFT6KHBAv,That´s Me,HEDEGAARD,69,0.669,0.759,0,-4.398,0.16,0.111,9e-06,0.149,0.511,104.983,4,Mood
6QBGMwu9ipwEfGT64dX8rY,Carry Me Away,Rootkit,50,0.587,0.678,11,-5.357,0.0469,0.000117,0.223,0.0795,0.127,100.034,4,Mood
2xugNZzWFJVQB54PS5XnG2,New Rules,Becca Adams,67,0.617,0.189,9,-12.11,0.0302,0.954,0.0,0.0977,0.28,90.047,4,Mood
7GaiL46MFjCh4LfEDeM8HY,Resurrection Fern,Iron & Wine,66,0.513,0.355,5,-9.997,0.0287,0.284,0.0,0.108,0.215,75.04,4,Mood
32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk,Mark Ronson,84,0.856,0.609,0,-7.223,0.0824,0.00801,8.2e-05,0.0344,0.932,114.988,4,Mood
3R97rNX7JnmshCWBwOSFet,My Lovin (Youre Never Gonna Get It),En Vogue,57,0.767,0.839,8,-5.519,0.0613,0.0318,9e-06,0.111,0.462,98.055,4,Mood
3y4uSQwxHckyRcvafEilkN,Fallen so Young,Declan J Donovan,61,0.552,0.356,10,-7.608,0.027,0.852,0.0,0.173,0.197,109.763,4,Mood
7uZEIIxCVhHGVUwtOZO2Er,Don’t Lose Your Cool,Louis Mattrs,2,0.636,0.765,8,-5.338,0.0471,0.0488,4.9e-05,0.244,0.348,100.008,4,Mood
5i1bCe0nqVN3Eag7VyrDNf,Thunderbolts Goodnight,Josh Ritter,44,0.384,0.399,0,-12.368,0.0317,0.849,0.012,0.054,0.264,101.209,4,Mood
6Nhvsrc6UEdIKeHLsfjSn3,Stoned - OTR Remix,Blondage,56,0.575,0.78,6,-4.912,0.0664,0.0655,4e-06,0.11,0.13,80.045,4,Mood
10jrqgyC1u81RhIgtLUfdR,All the Beds Ive Made (Acoustic),Caroline Spence,55,0.306,0.213,2,-7.79,0.0316,0.644,0.0,0.103,0.297,89.545,4,Mood
2zJhgYom6OI4t97VHcbO2b,Sometimes I Wish...,Guy Davis,32,0.674,0.274,0,-12.432,0.0444,0.808,0.000421,0.0945,0.709,78.355,4,Mood
3cysxuCuKd3tefkVry8xZt,Apart,Hymner,60,0.707,0.652,10,-8.242,0.0363,0.339,0.000105,0.49,0.551,120.967,4,Mood
68A4qiCqD9y39N3WNEsJVD,How Country Feels,Randy Houser,60,0.677,0.847,7,-3.608,0.0396,0.0458,0.0,0.0763,0.814,104.944,4,Mood
3y7SaLukj7ONKxdZLAoQtH,Deep Green,Marika Hackman,49,0.52,0.583,9,-10.085,0.0311,0.433,0.0198,0.197,0.251,98.99,4,Mood
5omgFpiMt1CGHjQGfkwzvz,Agua,Jarabe De Palo,68,0.715,0.358,5,-15.522,0.033,0.743,0.0133,0.104,0.726,145.751,4,Mood
2IJRqE4cjMYT9Osiw967Wo,Im so Lonesome I Could Cry,Hurray For The Riff Raff,45,0.359,0.229,2,-7.818,0.0271,0.966,0.000536,0.178,0.191,86.782,3,Mood
2gPJ00vC3WKoAja0rNk0F1,Most Girls - Acoustic,Clementine Duo,70,0.603,0.332,11,-8.261,0.0412,0.792,0.0,0.128,0.499,173.9,4,Mood
2f9HNN1AnSoBiW2aObROr3,I Second That Emotion,Various Artists,52,0.655,0.649,2,-8.092,0.0331,0.183,0.0,0.0969,0.774,95.818,4,Mood
5OwOWdY2hsSAtSERkxUwoc,I Could Use a Love Song,Maren Morris,26,0.638,0.634,6,-6.474,0.0468,0.214,0.0,0.0866,0.445,92.097,4,Mood
174UISK3l7VRbigEHxEev7,Cant You See (feat. The Notorious B.I.G.),Total,55,0.744,0.574,8,-9.445,0.0651,0.165,1.3e-05,0.295,0.798,86.278,4,Mood
0FE9t6xYkqWXU2ahLh6D8X,Shape of You,Ed Sheeran,90,0.825,0.652,1,-3.183,0.0802,0.581,0.0,0.0931,0.933,95.977,4,Mood
61w1Ry5X8UUsbNoPG7zRP1,Land Of 1000 Dances,Wilson Pickett,62,0.618,0.588,2,-11.624,0.0735,0.0128,0.0266,0.351,0.768,86.903,4,Mood
6nJWHYXxzY36cK1kpBL0LQ,Be Still,Harley Rain,57,0.372,0.0813,5,-21.088,0.0501,0.993,0.951,0.108,0.206,170.504,3,Mood
405GRNAlCXcL4npYlJrCCJ,Al otro lado del Río,Gustavo Santaolalla,46,0.762,0.307,7,-12.164,0.0332,0.81,0.000956,0.11,0.68,92.983,3,Mood
6jhm26E6XN4lUZkNBrKCqd,Simplicity Is Bliss,RÜFÜS,54,0.624,0.795,10,-10.474,0.036,0.863,0.924,0.106,0.135,124.0,4,Mood
1jNNHFZmRGXZFHlil5uhei,Drunk On Your Love,Brett Eldredge,71,0.443,0.831,11,-5.606,0.0616,0.414,0.0,0.204,0.57,182.064,4,Mood
4mdmOqTv0ZBeHNjT2Pf63n,Rescue My Heart,Liz Longley,49,0.273,0.252,5,-11.117,0.0342,0.715,0.00168,0.146,0.0396,74.586,3,Mood
2bbhyUWJ5VjdfI3P4PRLu2,Samson,Regina Spektor,54,0.49,0.193,11,-9.544,0.0421,0.862,1e-05,0.113,0.186,89.154,4,Mood
1DTiV1eUXgIZv4tzp5p0qh,The Porcelain Store,Mario,58,0.593,0.0622,1,-22.299,0.0801,0.994,0.95,0.101,0.409,73.258,4,Mood
2ZBrOKj7dDANWEA4DcXQ2N,A New Day,Milo Stavos,69,0.446,0.065,0,-18.246,0.0577,0.991,0.954,0.107,0.298,69.751,4,Mood
6qUcJCdjOi2OtSMBSvR3Vb,Notion,Tash Sultana,64,0.352,0.414,4,-6.6,0.0254,0.391,0.00831,0.185,0.0697,60.042,4,Mood
61lqNlVRnWYiR9C7BDJw2l,You Give Love A Bad Name,Bon Jovi,66,0.53,0.964,0,-2.571,0.0553,0.0528,5e-06,0.372,0.819,122.807,4,Mood
2g2GkH3vZHk4lWzBjgQ6nY,(What A) Wonderful World,Sam Cooke,72,0.691,0.507,11,-10.23,0.0343,0.627,0.0,0.457,0.872,128.518,4,Mood
6UCMG4gWvZDtDRidPMO3UV,Youre Just A Country Boy,Alison Krauss,46,0.351,0.331,11,-11.538,0.0315,0.822,2e-06,0.112,0.261,133.069,4,Mood
7cgka1GOkbcvNqQYrs2FwE,"Caledonia, My Love",Hiss Golden Messenger,53,0.555,0.144,5,-16.868,0.0474,0.842,0.000281,0.0953,0.195,117.462,3,Mood
2qVGmHSlfAhGZJifXVNwUI,Untamed,Eddie Berman,55,0.397,0.264,4,-11.396,0.029,0.784,0.176,0.113,0.0917,90.771,4,Mood
7rGNvMgCytsQojBOA2Nt49,Give It Up,James Grant & Jody Wisternoff,48,0.398,0.454,4,-13.583,0.0348,0.131,0.926,0.108,0.328,108.462,4,Mood
4nn0wv5QiDJ9iK5y32nfUS,View2,Sasha,49,0.692,0.257,7,-18.929,0.0545,0.52,0.908,0.0645,0.226,171.936,4,Mood
7chpNfkxBfsGpUzj9btqLe,Respect The Source,Barclay Crenshaw,62,0.688,0.525,1,-6.454,0.0282,0.0542,0.394,0.224,0.654,90.007,4,Mood
3iZaENWBwO9cRKrSVXyK3F,Faith In Her,Clubroot,50,0.49,0.338,7,-13.913,0.0426,0.545,0.905,0.104,0.0368,119.933,4,Mood
4iLPK8QnOvqm0Azbsk2GDn,Dont It,Billy Currington,69,0.573,0.824,1,-4.443,0.0373,0.0484,0.0,0.335,0.654,90.966,4,Mood
5dEIB07iXAF6iADQEe6qpe,Please Dont Lie,Hugo Helmig,71,0.707,0.594,4,-5.753,0.0505,0.131,1.1e-05,0.176,0.594,93.963,4,Mood
0qup7d7G2WffwARHKrqT2x,Somebody Like You,Keith Urban,68,0.646,0.887,9,-4.452,0.0381,0.127,0.000259,0.0698,0.525,110.964,4,Mood
7pstxLUhvsJC3M4TxHe2aI,Carry You Home,Tiësto,76,0.518,0.724,8,-6.327,0.0839,0.0308,0.0,0.116,0.334,121.884,4,Mood
2lJ4d8MCT6ZlDRHKJ1br14,Cirrus,Bonobo,64,0.64,0.844,2,-8.412,0.0374,0.395,0.933,0.0827,0.366,119.042,4,Mood
5NyNU4MN1jm6I7S2bqPOOY,As Much As I Ever Could,City and Colour,18,0.572,0.248,9,-12.68,0.0332,0.911,0.000212,0.25,0.138,118.681,3,Mood
3IwCWEpKAYka8CR6QY9zM4,Who Will Be Next,Joe Purdy,33,0.368,0.356,7,-6.499,0.03,0.267,0.000371,0.0802,0.542,175.836,3,Mood
19ez4TX6bQxjAZsIAywNS1,Surge,Above & Beyond,60,0.268,0.156,7,-20.696,0.032,0.889,0.993,0.128,0.0484,63.795,4,Mood
714hERk9U1W8FMYkoC83CO,You Sexy Thing,Hot Chocolate,71,0.791,0.734,5,-5.464,0.0629,0.522,0.00165,0.167,0.962,105.854,4,Mood
1cG0umU5TKStygKsPFZ9pY,Shed a Light,Robin Schulz,82,0.483,0.787,8,-5.244,0.102,0.112,0.0,0.257,0.556,122.058,4,Mood
7rrYse9eSla1ehw76NnWdq,Talking to You,R3HAB,66,0.922,0.7,11,-6.822,0.112,0.44,0.000175,0.225,0.476,117.97,4,Mood
4fNnaHCmBncYItrC92dsYf,Spiral - Chillout Mix,Various Artists,49,0.518,0.543,1,-10.678,0.032,0.00762,0.413,0.133,0.31,170.069,4,Mood
4Jr7u74eojtjjxJUsTMOWX,Anthem,Benny Andersson,54,0.45,0.0153,2,-25.257,0.0552,0.994,0.919,0.063,0.226,81.327,4,Mood
4reXaYGDiSUhHuD8YbijyW,Moon River,Damian Syslo,56,0.389,0.026,0,-18.066,0.0645,0.995,0.953,0.138,0.13,170.731,4,Mood
1IkjoLXB9LEf3w32Wk07X3,Melatonin (Unplugged),Phoria,65,0.54,0.222,8,-12.846,0.0321,0.88,0.000587,0.346,0.276,128.871,5,Mood
6j7oqmFB8mlCfmakwfQU1A,The Fire,Kina Grannis,65,0.569,0.541,3,-9.225,0.0285,0.315,0.0031,0.197,0.468,112.959,4,Mood
5YUeVMFJVE9JUlWMbDn8tt,More More More,Dagny,56,0.623,0.903,11,-4.278,0.0544,0.00138,7e-06,0.0718,0.834,114.934,4,Mood
39Ks9OfAxztiLdMeJZziBR,A Very Special Autumn,Sindrandi,55,0.68,0.556,4,-9.913,0.04,0.518,0.954,0.0981,0.0784,125.021,4,Mood
0aaTrekfgJgLiH00lnPKm7,Freya,Dave Pad,46,0.64,0.667,11,-10.19,0.0379,0.000211,0.899,0.0748,0.29,122.994,4,Mood
3eR23VReFzcdmS7TYCrhCe,It Aint Me (with Selena Gomez),Kygo,89,0.64,0.533,0,-6.596,0.0706,0.119,0.0,0.0864,0.5,99.968,4,Mood
3HWC6QSjagX5s93Ecq01pA,Hymnos,Henry Auguste,55,0.592,0.0381,2,-22.191,0.0437,0.99,0.938,0.108,0.0852,56.985,4,Mood
7vK9F11sa8mdyAgUp3CthS,Spanish Evening,Hilda Atkins,65,0.624,0.097,3,-21.612,0.0593,0.988,0.961,0.109,0.184,74.995,4,Mood
3M31S6f0z8S3nkFh3eS06W,Drink to That All Night,Jerrod Niemann,68,0.639,0.846,9,-6.184,0.0439,0.0325,0.0,0.116,0.476,115.965,4,Mood
1x5sYLZiu9r5E43kMlt9f8,Symphony (feat. Zara Larsson),Clean Bandit,91,0.707,0.629,0,-4.581,0.0563,0.259,1.6e-05,0.138,0.444,122.863,4,Mood
06iwhAevuCgupNwTg3wSC3,"Flips and Flops, Drips and Drops",Electric Mantis,61,0.803,0.949,5,-2.347,0.274,0.036,0.202,0.412,0.496,79.99,4,Mood
4xjGqrxavGBW8RldcCDBA8,I Love Me Some Him,Toni Braxton,50,0.742,0.358,2,-8.959,0.0456,0.575,0.0,0.132,0.579,127.843,4,Mood
6LK4QAJzm6wPWITxSftVhG,To Build A Home,The Cinematic Orchestra,53,0.264,0.122,9,-15.399,0.0349,0.885,0.349,0.094,0.0722,148.658,4,Mood
6aIZItn2r8NPrnvVhvcnOr,Katy Song,Red House Painters,5,0.545,0.314,1,-14.596,0.0249,0.31,0.0612,0.0754,0.336,76.768,4,Mood
52uKQxYJKHpYz0DEwKLltI,Let It Breathe,Water Liars,61,0.5,0.151,11,-16.107,0.0348,0.893,6.5e-05,0.111,0.297,113.969,4,Mood
3205YaV6srWWF1WmebkLdA,Love You Like That,Dagny,32,0.617,0.703,8,-5.926,0.0472,0.00486,1e-05,0.136,0.222,93.987,4,Mood
2cuGAe3C8BHJN57JASaS3P,May We All,Florida Georgia Line,12,0.496,0.912,7,-4.28,0.0393,0.0407,0.0,0.353,0.636,75.016,4,Mood
0JCjhCdqvVQ8am5x689TL0,Gonna Wanna Tonight,Chase Rice,18,0.581,0.783,2,-6.667,0.0405,0.0707,0.00014,0.0875,0.606,125.948,4,Mood
1yEwEiTpsaPhQi9lb5EVV4,Knee Deep (feat. Jimmy Buffett),Zac Brown Band,72,0.715,0.584,8,-8.231,0.0296,0.432,1e-06,0.095,0.6,90.987,4,Mood
0831a9z5VlbQCILNnqNdwW,Le Marais,Leon Noel,57,0.744,0.0304,0,-22.066,0.0477,0.989,0.958,0.176,0.384,94.937,3,Mood
2uYdTPc7pEQgpdC7K5JpZu,Tiempos Mozos,Diego Lorenzini,52,0.766,0.63,9,-10.408,0.0342,0.724,0.00257,0.924,0.929,100.023,4,Mood
5smg7I3dlFezDBYjLY2f0S,Mrs. Smith,Various Artists,68,0.401,0.0268,0,-23.912,0.0449,0.983,0.879,0.121,0.0818,121.47,4,Mood
7aUuoq4oMfLxaLa5GVUDHi,Way Down We Go,Kaleo,73,0.59,0.578,10,-5.798,0.0528,0.612,0.000162,0.0837,0.264,81.663,4,Mood
3ZqjDpr3qCZnZBPcd0Hpj2,Hold On,En Vogue,59,0.728,0.464,1,-11.156,0.0605,0.0865,0.0,0.343,0.388,96.944,4,Mood
3SQGhKSIeFzXUtgZ1AoTZm,Moonlight In Vermont,Herman Hughes,55,0.654,0.0143,5,-21.224,0.0474,0.99,0.948,0.125,0.12,66.074,4,Mood
6uZfXF99N7F5qT9YmtSlkc,Poking Holes,Emily Warren,17,0.615,0.462,0,-6.473,0.103,0.0102,3e-06,0.0819,0.364,92.957,4,Mood
46RSHHcMv3BhuXobfFfAAT,Everything We Do Is Wrong,Tuvaband,44,0.343,0.294,9,-11.564,0.0367,0.97,0.532,0.0745,0.0734,110.587,4,Mood
3u7AIoAXRXe1UWgqsoYz26,Dont Let Go,Lila,57,0.646,0.864,5,-5.198,0.0395,0.0503,0.0,0.032,0.59,135.024,4,Mood
4SEgyVuHzincvWDvypjasT,Hate the Way You Love Me,John Paul White,65,0.46,0.206,4,-12.965,0.0297,0.693,0.0,0.116,0.229,76.996,4,Mood
1qbeRs6NqQCIuyIKWjfMlj,Surrender,Arman Cekin,57,0.624,0.658,5,-7.443,0.0321,0.582,0.00252,0.135,0.278,159.987,4,Mood
3wx2kQWPn9p5UppQbNhPAk,Leave The Night On,Sam Hunt,73,0.516,0.953,9,-3.828,0.0624,0.0996,0.0,0.349,0.849,171.971,4,Mood
79Dl8iYn0PFQG2wqDxPlQU,Escape (The Pina Colada Song),Various Artists,67,0.818,0.692,0,-8.79,0.0529,0.357,9e-06,0.127,0.922,139.695,4,Mood
52ID6pQUnptVQlg7WbLx7x,Neon Light,Bituke,60,0.535,0.714,7,-6.313,0.0287,0.21,0.919,0.0545,0.228,142.575,1,Mood
6hZ25GbRGcS5gFUdeEZ4Yl,Touched By The Sun - Rusch & Elusive’s Chill Out Mix,Various Artists,47,0.309,0.533,1,-11.506,0.0365,0.241,0.972,0.104,0.0298,128.019,4,Mood
1TR4sbyaAM2ZC0mlRNTMVx,Rain,Julian Calor,51,0.273,0.153,1,-16.042,0.0361,0.00398,0.781,0.173,0.048,150.076,4,Mood
560anuQ9osy5gKo20TeuBj,Ambre,Else,58,0.492,0.806,8,-6.31,0.0427,0.221,0.67,0.225,0.14,96.065,4,Mood
1CT5PqwPPJzyv7V4pJ8mYh,Love You Like That,Canaan Smith,9,0.561,0.738,11,-5.05,0.0289,0.00865,9.6e-05,0.0984,0.72,145.101,4,Mood
3dow7u5Ike0PlBi9FHwd0p,As You Were (Original Mix),Pierce Fulton,53,0.607,0.716,1,-8.881,0.0397,0.00939,0.719,0.0597,0.167,95.012,4,Mood
6p6uByaFRKLblH2deQQN1R,Time Has Come,Commix,12,0.514,0.813,6,-4.534,0.0435,0.000442,0.171,0.169,0.251,174.05,4,Mood
77q2I17hdHukGdJJpxYOke,Old Friends,Juliana,68,0.498,0.123,0,-20.059,0.0675,0.992,0.924,0.103,0.161,74.24,4,Mood
1o4Z0Srjsbxq0brIp45wQk,Waiting Around to Die,The Be Good Tanyas,0,0.63,0.427,5,-16.023,0.0342,0.532,0.147,0.116,0.465,96.712,4,Mood
6GEzLG3Lxqy0oFLxiRj0HM,Yours,Russell Dickerson,10,0.551,0.725,11,-6.005,0.034,0.127,0.0,0.0935,0.549,134.047,4,Mood
098q0cUqyOgs1gtgBPXLWG,Stay On My Shore,Joan Shelley,32,0.56,0.216,4,-11.108,0.0281,0.961,0.00486,0.113,0.193,91.221,4,Mood
0Wv5wuenRLI3BcwgT3HPIP,A Different Way (with Lauv),DJ Snake,84,0.781,0.765,8,-4.092,0.0385,0.534,0.0,0.152,0.564,104.987,4,Mood
30LDuVfrePWbedYTc1mUCn,Rockabye - Acoustic Version,The Mayries,74,0.528,0.291,10,-9.696,0.0401,0.914,0.0,0.121,0.368,76.805,4,Mood
0QZ5yyl6B6utIWkxeBDxQN,The Night We Met,Lord Huron,80,0.441,0.379,2,-9.545,0.0449,0.968,0.262,0.639,0.107,174.118,3,Mood
7tx0NDsCViutjOyd1c4A28,Not Alone,Otto Knows,62,0.68,0.721,7,-6.21,0.0355,0.00538,0.000216,0.0679,0.269,122.0,4,Mood
5oeFMb1rbllXWxafIFxX52,"Its All Over Now, Baby Blue",Joan Baez,36,0.621,0.167,4,-13.592,0.0365,0.877,0.0,0.101,0.232,130.457,4,Mood
08DqG1RqpxnICWOdOp2PLV,Crime (with Skott),Grey,63,0.515,0.638,1,-7.558,0.356,0.191,1e-06,0.14,0.38,160.182,4,Mood
1KqvRRQd3lfM0pAlkGPrgD,Shape of You (Major Lazer Remix) [feat. Nyla & Kranium],Ed Sheeran,74,0.682,0.812,1,-2.691,0.118,0.00574,0.0,0.0553,0.347,104.891,4,Mood
1iImpmVEGX4Gw1e1VCGAy9,Waiting Around To Die,Townes Van Zandt,1,0.54,0.232,6,-18.214,0.0318,0.694,0.000921,0.111,0.635,89.504,4,Mood
5nqD7Un5BOLlnk5AjfXZRJ,Still Fallin,Hunter Hayes,62,0.459,0.387,11,-8.409,0.0281,0.672,0.0,0.106,0.276,85.924,4,Mood
5FVuERsYqtKKAaWe62NBnv,Mean To Me,Brett Eldredge,66,0.647,0.586,0,-6.883,0.0313,0.115,2e-06,0.121,0.166,87.994,4,Mood
2QPgkd7IteBb7ONLgTQ5nc,Carousel,A Blaze of Feather,63,0.408,0.316,5,-11.63,0.0373,0.859,0.071,0.135,0.158,133.485,4,Mood
0Xa7b1Kw7I08dD2k7zZKtV,Where The Love Goes,Anjulie,77,0.736,0.678,0,-5.315,0.138,0.23,2e-06,0.237,0.531,157.978,4,Mood
2WaOQWSv0D1tZNxyLvnGAI,Yeah Boy,Kelsea Ballerini,73,0.589,0.809,3,-5.292,0.0376,0.231,0.0,0.0719,0.464,88.965,4,Mood
1TwLKNsCnhi1HxbIi4bAW0,House Party,Sam Hunt,76,0.749,0.854,8,-5.245,0.0503,0.129,0.0,0.0262,0.841,103.952,4,Mood
5UcsxVPmXd974EkMtowmNV,Fortune - Acoustic,William Fitzsimmons,66,0.502,0.0548,1,-23.684,0.0356,0.924,0.0418,0.108,0.495,78.455,4,Mood
63N91kY6kRA9AEkRat9li0,Find a Way,Quiet Arrows,31,0.695,0.104,8,-15.329,0.0411,0.935,0.0158,0.0984,0.281,119.91,4,Mood
6jWkZvd1URGktyTTwcpPpB,My Girl,The Temptations,73,0.579,0.419,0,-10.72,0.0346,0.625,0.0,0.0981,0.681,104.564,4,Mood
78qM62MHvNxFJLpShqmq28,Receiver,Tycho,57,0.639,0.274,2,-16.048,0.0424,0.686,0.897,0.0897,0.0396,125.003,4,Mood
3OSHVLFRtJIfw49DRb5wFX,Stay My Love,Una Healy,48,0.481,0.402,2,-6.844,0.0257,0.671,0.0,0.113,0.288,75.898,4,Mood
4tR0kFyGPZHEsQLKQD6xGP,Dancing Elves,Stellan Johnson,60,0.63,0.0806,0,-19.948,0.0644,0.991,0.952,0.119,0.235,77.056,3,Mood
45yEy5WJywhJ3sDI28ajTm,Here Comes The Sun - Remastered,The Beatles,77,0.557,0.54,9,-10.484,0.0347,0.0339,0.00248,0.179,0.39,129.171,4,Mood
006AVH7fq061voGXkUiII4,Fingertips,Ryan OShaughnessy,53,0.491,0.324,2,-10.627,0.0442,0.697,0.0,0.135,0.117,115.137,5,Mood
6L2KynUEZFPvNZZHD3AjtL,Colder Heavens,Blanco White,61,0.383,0.547,5,-9.899,0.0376,0.771,0.00216,0.0913,0.279,91.899,4,Mood
1IsEhyS7beUwBL4Lulo6NL,Dulce Vino,Jona Camacho,67,0.375,0.598,1,-6.874,0.351,0.117,0.0,0.17,0.629,174.993,4,Mood
7zmNMmEdjwNjCNIhG7zHkE,The Sun ll Shine - Bali Ambient Mix,Ohmna,45,0.253,0.566,1,-12.146,0.0682,0.167,0.923,0.36,0.131,170.455,5,Mood
4hvmK2HZPB2MwKjWprYCxg,I Believe,Popeska,62,0.559,0.895,10,-5.276,0.0515,0.0533,0.767,0.0892,0.578,155.027,4,Mood
4IsnUEgEcb7epezwgWCBJn,Love Shoulda Brought You Home,Toni Braxton,45,0.556,0.798,2,-6.531,0.0367,0.0549,4e-06,0.37,0.606,175.651,4,Mood
3rST7c7KrUNLAmWGb8ZKUI,Alaska - Acoustic,Maggie Rogers,59,0.502,0.119,9,-9.285,0.0335,0.905,0.0,0.103,0.283,126.067,4,Mood
2yPqhfL7EeQlEdz7rAQfU9,Just You and I,Tom Walker,32,0.505,0.522,9,-7.586,0.39,0.691,3e-06,0.111,0.382,172.059,4,Mood
1HtSBcwZ6hN0y9qRYKvG0x,Delicate,Joey Fehrenbach,48,0.613,0.433,5,-9.481,0.0374,0.542,0.913,0.0957,0.432,159.997,4,Mood
3gx9sGz4yWczhfvt8i0MCK,Undercover,Broiler,61,0.712,0.892,7,-3.554,0.0332,0.032,0.0,0.148,0.388,117.98,4,Mood
711J1I0VfLoAqKX3d2b7PE,Belong To U,Fancy Cars,65,0.631,0.775,1,-5.727,0.0535,0.611,4e-05,0.0911,0.474,100.928,4,Mood
5WbbSGSA8qb601YH4SqLA6,Lights Off,Charlie Cunningham,66,0.611,0.33,7,-11.475,0.0504,0.862,0.0,0.18,0.416,150.075,4,Mood
5Og47k4AHrotP2QP36p5iO,Warwick Avenue,Duffy,25,0.493,0.59,0,-5.814,0.0392,0.339,0.0,0.121,0.5,169.908,4,Mood
7cJgiPDOlpnYjlBPcrT9kW,Sorry,Nothing But Thieves,72,0.669,0.777,8,-4.562,0.0269,0.00213,5.5e-05,0.128,0.527,128.004,4,Mood
589W742qzyKYnwXD5nhFDe,Sanctuary,Grobert,67,0.29,0.112,7,-17.894,0.0562,0.987,0.906,0.187,0.2,167.39,3,Mood
5yMQERKmNx6ajo4qHi1KT2,Sending My Love,Zhané,52,0.719,0.498,7,-9.856,0.0541,0.0325,0.0949,0.059,0.217,95.021,4,Mood
02p7KhGzlicIY8rvRVVION,Tears Dont Fall,Terrible Sons,62,0.666,0.566,7,-12.136,0.0309,0.467,0.0269,0.144,0.828,149.441,4,Mood
4ivH621MiVaiFm54ZDEtmE,Vibe,Melvv,19,0.585,0.625,8,-7.866,0.0883,0.0452,0.894,0.115,0.48,79.991,4,Mood
40wbxg77nK3ouaHTgH0AEe,Turn Up The Love,AlunaGeorge,66,0.759,0.724,0,-3.97,0.0448,0.0564,0.000116,0.0632,0.431,91.99,4,Mood
5tB7CfKPTS5NouMiclAK7p,Be Good or Be Gone,Fionn Regan,52,0.595,0.276,8,-12.587,0.0367,0.942,0.195,0.112,0.398,93.922,4,Mood
5zF2zGPkL6Ipsn9AfAK6RP,This Love,Maroon 5,75,0.714,0.868,5,-4.596,0.0363,0.0551,0.0,0.0987,0.8,95.05,4,Mood
4h7wUvVV8Ff8UL7JqAByiL,I Dont Wanna,Various Artists,53,0.705,0.572,9,-5.603,0.0349,0.537,0.0,0.226,0.651,129.999,4,Mood
6RX5iL93VZ5fKmyvNXvF1r,Irreplaceable,Beyoncé,77,0.447,0.694,7,-4.637,0.382,0.0293,5e-06,0.167,0.503,175.868,4,Mood
25jpX7KzuyCu8SZM0I4k47,Memory,Com Truise,61,0.729,0.814,2,-9.305,0.0387,0.0602,0.215,0.164,0.348,109.97,4,Mood
